name,height,weight,reach,stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Bill Duvall,"6' 2""",185 lbs.,,Southpaw,,0,0,2.4,0.4,0,0,0,0
David Dvorak,"5' 5""",125 lbs.,"68""",Orthodox,5-Jun-92,4.5,0.48,3.17,0.63,0,0,0.75,0
Matt Dwyer,"6' 4""",170 lbs.,"76""",Orthodox,17-Dec-89,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0
Merab Dvalishvili,"5' 6""",135 lbs.,"68""",Orthodox,10-Jan-91,3.91,0.39,2.08,0.61,7.71,0.43,0.8,0.3
Ben Earwood,"5' 8""",170 lbs.,,Orthodox,,0.5,0.55,0.2,0.33,3,1,0,0
Rolando Dy,"5' 8""",145 lbs.,"69""",Orthodox,11-Aug-90,3.04,0.37,4.47,0.52,0.3,0.2,0.68,0
Cody East,"6' 3""",245 lbs.,,Orthodox,29-Jun-88,4.15,0.43,7.32,0.4,3.97,1,0.16,0
Mike Easton,"5' 6""",135 lbs.,"70""",Southpaw,25-Jan-84,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0
Marvin Eastman,"5' 9""",185 lbs.,"73""",Orthodox,8-Jun-71,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0
Vincent Eazelle,"5' 11""",155 lbs.,,,7-Dec-80,0,0,0,0,0,0,0,0
Maurice Eazel,"5' 7""",135 lbs.,,,,0,0,0,0,0,0,0,0
Brian Ebersole,"6' 0""",170 lbs.,"73""",Southpaw,27-Nov-80,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1
Ross Ebanez,"5' 9""",154 lbs.,,Southpaw,18-May-75,0.74,0.5,0.74,0.62,3.7,1,0,0
Mark Eddiva,"5' 8""",145 lbs.,"68""",Orthodox,16-Feb-86,3.37,0.45,2.98,0.54,1.45,0.22,0.63,0
Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,3-Aug-78,2.89,0.38,3.34,0.63,0,0,0.62,0.5
Abdul-Kerim Edilov,"6' 2""",205 lbs.,,Orthodox,25-Nov-91,10.22,0.61,0.13,0.92,3.98,1,0,2
Frankie Edgar,"5' 6""",135 lbs.,"68""",Orthodox,16-Oct-81,3.7,0.39,2.71,0.66,2.28,0.31,0.65,0.3
Adli Edwards,,145 lbs.,,,28-Aug-89,0,0,0,0,0,0,0,0
Stephanie Egger,"5' 6""",135 lbs.,"68""",Orthodox,12-Aug-88,0.67,0.31,1.33,0.52,1,0.16,0.4,0
Tom Egan,"5' 11""",170 lbs.,,Orthodox,,0,0,3.91,0.5,0,0,0.28,0
Joselyne Edwards,"5' 8""",135 lbs.,"70""",Orthodox,29-Sep-95,4.2,0.53,3.83,0.46,0.5,0.16,0.37,0.5
Te Edwards,"5' 8""",155 lbs.,"72""",Orthodox,11-Sep-90,1.5,0.41,4.15,0.44,0.72,1,0.44,0
Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,26-Jan-83,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1
Leon Edwards,"6' 2""",170 lbs.,"74""",Southpaw,25-Aug-91,2.56,0.47,2.03,0.55,1.35,0.3,0.7,0.4
Yves Edwards,"5' 9""",155 lbs.,"73""",Southpaw,30-Sep-76,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7
John Elam,,,,,,0,0,0,0,0,0,0,0
Jon Olav Einemo,"6' 6""",253 lbs.,,Orthodox,10-Dec-75,2.15,0.52,3.05,0.52,1.73,0.55,0.43,0
John Paul Elias,"6' 4""",205 lbs.,,,,0,0,0,0,0,0,0,0
Per Eklund,"5' 10""",155 lbs.,"72""",Orthodox,,2.07,0.61,2.38,0.67,2.07,0.11,0.5,3.6
Saul Elizondo,"5' 7""",135 lbs.,,,17-Jul-85,2.07,0.3,4.93,0.48,2,1,0.66,1
Justin Eilers,"6' 1""",235 lbs.,,Orthodox,28-Jun-78,2.86,0.43,5.66,0.49,0.82,0.25,0.5,0
Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,28-Mar-85,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4
Darren Elkins,"5' 10""",145 lbs.,"71""",Orthodox,16-May-84,3.5,0.38,3.08,0.52,2.7,0.33,0.58,1.2
Joe Ellenberger,"5' 9""",155 lbs.,"72""",Orthodox,28-Mar-85,1.62,0.47,3.45,0.48,3.17,0.4,0,1.1
Eddy Ellis,"5' 9""",170 lbs.,,Orthodox,,3.4,0.69,1.53,0.68,4,0.66,0.5,2
Cameron Else,"5' 9""",135 lbs.,"71""",Switch,27-Apr-87,1.92,0.36,5.58,0.58,0,0,0,0
Lisa Ellis,"5' 4""",115 lbs.,,,15-Nov-82,1.68,0.48,2.32,0.57,4.19,0.63,0.5,0.6
Anna Elmose,"5' 3""",115 lbs.,,Orthodox,6-Oct-84,3.68,0.49,4.64,0.56,0,0,0.33,0
Tim Elliott,"5' 7""",125 lbs.,"66""",Southpaw,24-Dec-86,3.35,0.45,2.49,0.59,4.01,0.49,0.58,1.1
Aaron Ely,"5' 8""",135 lbs.,,,18-Mar-89,0.82,0.15,0.66,0.69,2.47,1,0.5,4.9
Sovannahry Em,"5' 4""",135 lbs.,,,26-Jun-92,0,0,0,0,0,0,0,0
Aleksander Emelianenko,"6' 6""",255 lbs.,,Orthodox,2-Aug-81,2.75,0.41,1.7,0.65,2.32,0.72,0.66,0.9
Rob Emerson,"5' 9""",155 lbs.,"70""",Orthodox,30-Jul-81,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4
Ramazan Emeev,"5' 10""",170 lbs.,"76""",Southpaw,23-May-87,2.5,0.45,1.98,0.66,2.33,0.29,0.66,0.5
Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,4-Mar-85,4.32,0.39,4.02,0.63,1.43,0.47,0.5,0.1
Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,24-Jul-89,5.75,0.52,4.65,0.54,2.9,0.53,1,0
Fedor Emelianenko,"6' 0""",230 lbs.,"74""",Orthodox,28-Sep-76,3.18,0.51,1,0.63,2,0.63,0.82,1.9
Kevin Engel,"6' 2""",170 lbs.,,,,0,0,0,0,0,0,0,0
Marius Enache,"5' 11""",155 lbs.,,,16-Oct-75,1.71,0.34,0.66,0.84,3.94,1,0,3.9
Oliver Enkamp,"6' 0""",170 lbs.,"77""",Switch,10-Aug-91,2.38,0.36,3.55,0.37,0.87,0.16,0,0
Alex Enlund,"5' 10""",145 lbs.,,Orthodox,27-May-87,0,0,0,0,0,0,0,0
Ian Entwistle,"5' 5""",135 lbs.,,Orthodox,19-Nov-86,0.11,0.07,7.36,0.31,0,0,0,12.1
Kenny Ento,"6' 2""",192 lbs.,,,,8.41,0.79,0,1,5.49,1,0,11
Won Jin Eoh,"5' 7""",160 lbs.,,Orthodox,,3.74,0.44,3.58,0.46,0,0,0.5,0
Andy Enz,"6' 3""",185 lbs.,"78""",Orthodox,15-Aug-91,3.51,0.23,5.32,0.57,0,0,0.58,0
Josh Epps,,130 lbs.,,,23-Aug-86,0,0,0,0,0,0,0,0
Tom Erikson,"6' 3""",280 lbs.,,Orthodox,,0.94,0.47,1.87,0.25,4.68,0.6,1,6.2
Konstantin Erokhin,"5' 11""",230 lbs.,,Orthodox,31-Jan-83,1.07,0.36,1.83,0.47,0,0,0.7,0
Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,31-Jul-89,5.07,0.47,5.72,0.5,1.32,0.54,0.58,0.9
Nick Ertl,"5' 9""",155 lbs.,,,,1.34,0.69,1.59,0.41,1.88,0.5,0,0
Chel Erwin-Davis,"6' 0""",170 lbs.,,,,4.06,0.54,1.13,0.61,4.25,1,0.5,1.4
Bobby Escalante,,130 lbs.,,,,0,0,0,0,0,0,0,0
Eric Esch,"5' 11""",350 lbs.,,Orthodox,3-Aug-68,3.07,0.71,1.74,0.43,0,0,0,2
Pro Escobedo,,205 lbs.,,,,0,0,0,0,0,0,0,0
Cole Escovedo,"5' 7""",135 lbs.,"72""",Orthodox,30-Aug-81,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0
Evan Esguerra,,145 lbs.,,,,0,0,0,0,0,0,0,0
Efrain Escudero,"5' 9""",155 lbs.,"71""",Orthodox,15-Jan-86,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8
Carla Esparza,"5' 1""",115 lbs.,"63""",Orthodox,10-Oct-87,2.29,0.42,2.85,0.53,3.44,0.35,0.48,0.3
Juan Espino,"6' 3""",250 lbs.,"80""",,9-Oct-80,4.32,0.8,0.54,0.42,14.19,0.77,0,6.1
Jodie Esquibel,"5' 1""",115 lbs.,"64""",Orthodox,7-May-86,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0
Jordan Espinosa,"5' 6""",125 lbs.,"69""",Orthodox,8-Nov-89,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2
Fred Ettish,"6' 0""",180 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Terry Etim,"6' 1""",155 lbs.,"73""",Orthodox,11-Jan-86,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4
Scott Ettling,,135 lbs.,,,,0,0,0.54,0.83,8.04,1,0,0
Sijara Eubanks,"5' 4""",135 lbs.,"67""",Orthodox,27-Apr-85,4.52,0.43,3.69,0.57,1.88,0.46,0.65,0.4
Billy Evangelista,"5' 8""",155 lbs.,"68""",Orthodox,7-Oct-80,4.51,0.4,3.96,0.61,1.6,0.19,0.61,0.2
Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,25-Sep-79,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0
Doug Evans,"5' 9""",155 lbs.,,Orthodox,10-Oct-80,1.79,0.35,2.55,0.55,3.19,0.83,0.69,0.6
Ashlee Evans-Smith,"5' 8""",135 lbs.,"67""",Orthodox,9-Jul-87,4.54,0.34,4.69,0.55,1.1,0.23,0.66,0
Dan Evensen,"6' 3""",250 lbs.,,Orthodox,1-Jun-74,0.27,0.1,3.86,0.38,0,0,0,4
Tonya Evinger,"5' 7""",135 lbs.,"70""",Orthodox,4-Jun-81,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9
Andre Ewell,"5' 8""",135 lbs.,"75""",Southpaw,21-Jan-88,4.42,0.41,4.25,0.52,0.29,0.66,0.7,0.1
Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,11-Feb-94,4.7,0.44,2.83,0.64,2.75,0.37,0.7,0
Neal Ewing,,185 lbs.,,,30-Sep-85,2.27,0.6,1.93,0.48,5,0.62,0,0
Edward Faaloloto,,155 lbs.,"70""",,15-Jul-84,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0
Jessica Eye,"5' 6""",125 lbs.,"66""",Orthodox,27-Jul-86,3.76,0.37,4.01,0.55,0.45,0.4,0.57,0.5
Wagnney Fabiano,"5' 6""",145 lbs.,"69""",Southpaw,14-Jul-75,1.19,0.38,0.66,0.7,3.44,0.64,1,0.4
Melinda Fabian,"5' 6""",125 lbs.,"66""",,25-Jun-87,4.03,0.41,4,0.62,0,0,1,0
Urijah Faber,"5' 6""",135 lbs.,"67""",Orthodox,14-May-79,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8
Ron Faircloth,"5' 9""",205 lbs.,,Orthodox,16-Aug-79,0.39,0.4,8.9,0.42,0,0,0,0
Jason Fairn,"6' 1""",230 lbs.,,,,0,0,0,0,0,0,0,0
Bartosz Fabinski,"6' 0""",170 lbs.,"75""",Orthodox,26-Apr-86,2.2,0.69,1.35,0.53,7.08,0.69,0.8,0
Rinat Fakhretdinov,"6' 0""",185 lbs.,,,28-Sep-91,0,0,0,0,0,0,0,0
Zarah Fairn,"5' 8""",145 lbs.,"72""",Orthodox,12-Dec-86,1.98,0.45,6.61,0.39,0,0,0.5,0
Maiquel Falcao,"5' 11""",185 lbs.,,Orthodox,8-Mar-81,1.67,0.55,0.53,0.86,1,1,0.71,3
Brodie Farber,"6' 1""",170 lbs.,,Orthodox,5-Jul-80,1.69,0.45,2.17,0.53,0.9,0.5,0.2,0.9
Joao Paulo Faria,"5' 9""",155 lbs.,,,,6.69,0.64,2.09,0.85,1.25,0.5,0,1.2
Chance Farrar,"5' 9""",145 lbs.,,Southpaw,11-Sep-75,0.81,0.22,2.21,0.67,3.02,1,0,0
Rico Farrington,"6' 4""",170 lbs.,"79""",Southpaw,19-Jun-89,6.33,0.41,7.2,0.51,0,0,0.2,0
Kalindra Faria,"5' 7""",125 lbs.,,Switch,23-Jul-86,2.23,0.56,1.44,0.45,1.31,0.66,0.2,0.7
Kelly Faszholz,"5' 8""",135 lbs.,,Orthodox,9-Apr-85,4.01,0.48,3.61,0.52,0,0,0.44,0
Rodney Faverus,"6' 0""",215 lbs.,,Southpaw,,2.3,0.53,1.6,0.54,4.5,1,0.25,0
Carlos Felipe,"6' 0""",245 lbs.,"75""",Orthodox,12-Jan-95,4.42,0.45,4.6,0.47,0,0,0.7,0
Paul Felder,"5' 11""",155 lbs.,"70""",Orthodox,25-Apr-84,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2
Kevin Ferguson,"6' 2""",235 lbs.,"77""",Orthodox,8-Feb-74,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2
JP Felty,,170 lbs.,,,28-Apr-79,0,0,0,0,0,0,0,0
Josh Ferguson,"5' 5""",125 lbs.,,Orthodox,13-May-88,2.13,0.43,4.18,0.32,0.59,0.11,0.54,0
Rhadi Ferguson,"5' 7""",205 lbs.,,,,0,0,0,0,0,0,0,0
Tony Ferguson,"5' 11""",155 lbs.,"76""",Orthodox,12-Feb-84,5.46,0.45,3.94,0.59,0.45,0.42,0.7,1.1
CJ Fernandes,"6' 2""",170 lbs.,,,13-Nov-77,0,0,0,0,0,0,0,0
Bibiano Fernandes,"5' 7""",139 lbs.,,Orthodox,30-Mar-80,2.91,0.4,2.02,0.72,3.97,0.53,0.77,0.6
Alexandre Ferreira,"5' 7""",205 lbs.,,Orthodox,25-Apr-79,2.57,0.6,8.14,0.42,0,0,0,0
Cezar Ferreira,"6' 1""",185 lbs.,"78""",Southpaw,15-Feb-85,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5
Diego Ferreira,"5' 9""",155 lbs.,"74""",Orthodox,18-Jan-85,4.85,0.37,3.26,0.58,0.89,0.26,0.68,0.9
Timo Feucht,"6' 3""",205 lbs.,"79""",Orthodox,18-Jan-96,0,0,0,0,0,0,0,0
Scott Ferrozzo,"5' 11""",323 lbs.,,Orthodox,26-Apr-65,0,0,0,0,0,0,0,0
Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,14-Dec-79,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2
Scott Fiedler,"6' 4""",235 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Ron Fields,"6' 2""",200 lbs.,,Orthodox,18-Nov-74,0.33,0.33,2.64,0.11,0,0,0,0
Deiveson Figueiredo,"5' 5""",125 lbs.,"68""",Orthodox,18-Dec-87,3.38,0.56,3.35,0.5,1.57,0.5,0.61,2.4
Francisco Figueiredo,"5' 6""",135 lbs.,"69""",Southpaw,23-Oct-89,1.93,0.54,2.07,0.76,4,0.66,1,0
Edwin Figueroa,"5' 7""",135 lbs.,"69""",Orthodox,31-Jul-84,2.57,0.39,3.06,0.51,0.2,1,0.37,0.6
Anthony Figueroa,"5' 4""",135 lbs.,,Orthodox,,2.37,0.48,3.77,0.49,0,0,0.58,0
Paulo Filho,"5' 8""",185 lbs.,,Southpaw,24-May-78,1.86,0.48,1.67,0.66,2.4,0.32,0.42,1.6
Andre Fili,"5' 11""",145 lbs.,"74""",Orthodox,25-Jun-90,3.73,0.36,3.9,0.52,2.5,0.49,0.64,0.2
Brady Fink,"6' 0""",183 lbs.,,Orthodox,,1.69,0.41,1.69,0.61,3.63,0.25,0,3.6
Jan Finney,"5' 8""",135 lbs.,,Orthodox,,2.16,0.28,8.75,0.42,0.77,0.11,0.25,0
Jesse Finney,"6' 0""",170 lbs.,,,11-Jul-74,0,0,0,0,0,0,0,0
Mirko Filipovic,"6' 2""",230 lbs.,"73""",Southpaw,10-Sep-74,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3
Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,22-Jan-81,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9
Manon Fiorot,"5' 7""",125 lbs.,,Orthodox,17-Feb-90,5.8,0.53,1.86,0.79,1.64,1,1,0
Luiz Firmino,"5' 6""",154 lbs.,,Orthodox,18-Mar-82,1.23,0.5,1.22,0.51,3.86,0.45,0.2,0.9
Spencer Fisher,"5' 7""",155 lbs.,"68""",Southpaw,9-May-76,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8
Chris Fishgold,"5' 8""",145 lbs.,"68""",Orthodox,6-Jun-92,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3
Bryanna Fissori,"5' 4""",145 lbs.,,,,1.4,0.46,1.2,0.57,2,0.25,0.5,0
Isi Fitikefu,"5' 10""",205 lbs.,,,,0,0,0,0,0,0,0,0
Jimmy Flick,"5' 7""",125 lbs.,"68""",Orthodox,7-Sep-90,1.99,0.58,2.3,0.5,1.81,0.5,0,7.2
Alejandro Flores,"5' 10""",145 lbs.,"73""",Orthodox,6-Aug-91,3.66,0.4,2.02,0.54,0,0,0,0
Colin Fletcher,"6' 2""",155 lbs.,,Orthodox,8-Jan-83,3.1,0.34,2.97,0.62,0,0,0.27,0
Ty Flores,"6' 3""",205 lbs.,"73""",Switch,22-Dec-93,2,0.37,7.8,0.25,1,0.09,0,0
Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,5-Mar-93,4.67,0.57,4.17,0.55,0.84,0.5,1,0
Luke Flores,"6' 0""",155 lbs.,"73""",Southpaw,17-Mar-88,1.56,0.44,1.88,0.6,0,0,0.4,1.2
Jon Fitch,"6' 0""",170 lbs.,"74""",Orthodox,24-Feb-78,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8
Cody Floyd,,,,,18-Jul-88,0,0,0,0,0,0,0,0
Mal Foki,"5' 7""",220 lbs.,,Orthodox,,2.86,0.14,14.29,0.54,0,0,0,0
Bobby Flynn,,170 lbs.,,,,0.38,0.25,0.77,0,0,0,0,0
Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,26-May-76,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3
Caros Fodor,"5' 9""",155 lbs.,"74""",Orthodox,7-Jan-84,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0
Matt Foki,"5' 7""",220 lbs.,,Orthodox,,0,0,3.37,0.56,0,0,0,0
AJ Fonseca,"5' 4""",145 lbs.,,,,0,0,0,0,0,0,0,0
Rob Font,"5' 8""",135 lbs.,"71""",Orthodox,25-Jun-87,5.21,0.42,3.83,0.62,1.2,0.36,0.48,0.8
Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,24-Oct-84,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2
Claudionor Fontinelle,"5' 5""",185 lbs.,,Orthodox,,2.62,0.42,10.25,0.28,0,0,0,0
Sterling Ford,"5' 10""",155 lbs.,,,12-Mar-86,0,0,0,0,0,0,0,0
Codale Ford,"5' 9""",170 lbs.,,,13-May-79,0,0,0,0,0,0,0,0
Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,22-Oct-85,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5
Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,14-Apr-85,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6
Renee Forte,"5' 7""",155 lbs.,"71""",Orthodox,27-Mar-87,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0
Brian Foster,"5' 9""",170 lbs.,"71""",Orthodox,3-Apr-84,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8
Francisco France,"6' 0""",205 lbs.,,,21-Jan-83,0.54,0.33,3.51,0.27,0,0,0,6.1
John Franchi,"5' 6""",145 lbs.,"67""",Orthodox,16-Jul-82,1.83,0.48,2.59,0.48,2.68,0.8,0.4,0.3
Brandon Foxworth,"5' 11""",145 lbs.,,Orthodox,28-Apr-79,1.33,0.32,4.59,0.5,0,0,0,0
Mason Fowler,"5' 11""",170 lbs.,,,,0,0,0,0,0,0,0,0
Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,26-Aug-74,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4
Glaico Franca Moreira,"6' 0""",155 lbs.,"77""",Orthodox,28-Feb-91,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3
Xavier Foupa-Pokam,"6' 1""",185 lbs.,,Open Stance,3-Jul-82,1.47,0.43,2.5,0.49,0,0,0.16,0
Rich Franklin,"6' 1""",185 lbs.,"76""",Southpaw,5-Oct-74,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7
Zane Frazier,"6' 5""",250 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Zoila Frausto,"5' 4""",135 lbs.,,Orthodox,,0.77,0.31,1.64,0.53,0,0,0.57,0
Justin Frazier,"6' 0""",265 lbs.,"75""",Southpaw,15-Jun-89,1.11,0.66,6.11,0.04,0,0,0,0
Gary Frazier,"6' 0""",245 lbs.,,Orthodox,,1.5,0.39,2.77,0.46,0,0,1,0
Stephanie Frausto,"5' 2""",115 lbs.,"61""",Orthodox,20-Sep-90,1.43,0.21,3.57,0.6,0,0,0,0
Ian Freeman,"5' 11""",225 lbs.,,Orthodox,10-Nov-66,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7
Jason Freeman,"6' 2""",225 lbs.,,,2-Sep-76,0,0,0,0,0,0,0,0
Willamy Freire,"5' 8""",155 lbs.,,,28-Jul-87,1.53,0.37,0.93,0.62,0.5,1,0.73,0
Patricio Freire,"5' 5""",145 lbs.,"65""",,7-Jul-87,2.84,0.41,4.43,0.6,0.6,0.18,0.94,0.6
Patricky Freire,"5' 7""",155 lbs.,"71""",,1-Jun-86,3.06,0.44,3.34,0.69,1.26,0.33,1,0
Jeremy  Freitag,"6' 1""",205 lbs.,,,,0,0,8.37,0.19,0,0,0.33,1.9
Rafael Freitas,,205 lbs.,,Orthodox,,2,0.29,8,0.51,11.25,0.5,0,0
Clay French,"5' 7""",161 lbs.,,Southpaw,7-Oct-80,1.52,0.5,1.27,0.16,0,0,1,0
Donavon Frelow,"5' 7""",135 lbs.,,Orthodox,20-Jan-85,2.4,0.27,3.2,0.52,1,1,0.26,0
Mike French,"5' 10""",145 lbs.,,,29-May-75,0.23,0.23,2.17,0.42,0,0,0.22,1
Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,11-Jun-90,2.73,0.37,3.44,0.58,2.59,0.37,0.4,1.1
Jinh Yu Frey,"5' 3""",115 lbs.,"65""",Southpaw,20-May-85,1.79,0.4,3.35,0.44,1.06,0.42,0.83,0.7
Artem Frolov,"5' 10""",185 lbs.,,,7-Sep-91,0,0,0,0,0,0,0,0
Sarah Frota,"5' 6""",125 lbs.,"69""",Southpaw,14-Apr-87,4.52,0.52,2.57,0.55,0,0,0.53,0
Don Frye,"6' 1""",219 lbs.,,Orthodox,23-Nov-65,2.87,0.64,3.57,0.37,0.91,0.57,0.45,0.7
Katsuhisa Fujii,"6' 0""",205 lbs.,,Orthodox,15-Aug-72,4,0.5,4.43,0.64,2.14,0.25,0.5,2.1
Tony Fryklund,"6' 0""",185 lbs.,,Orthodox,26-Mar-71,3.49,0.39,6.5,0.43,0,0,0.66,0.5
Jesse Fujarczyk,"6' 4""",225 lbs.,,Southpaw,28-Jan-83,1.03,0.33,4.91,0.38,0,0,0.25,0
Keisuke Fujiwara,"5' 6""",139 lbs.,,Switch,,0.73,0.44,1.2,0.47,0,0,0.23,2.5
Megumi Fujii,"5' 3""",113 lbs.,,,26-Apr-74,2.4,0.42,0,1,0,0,0,12
Kazuyuki Fujita,"6' 0""",235 lbs.,,Orthodox,16-Oct-70,1.05,0.49,1.99,0.52,2.78,0.36,0.85,0.6
Riki Fukuda,"6' 0""",185 lbs.,"73""",Southpaw,6-Jan-81,4.24,0.43,3.71,0.64,2.17,0.43,0.7,0
Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,6-Oct-86,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0
Sam Fulton,,,,,,0,0,0,0,0,0,0,0
Masakatsu Funaki,"6' 0""",185 lbs.,,Southpaw,13-Mar-69,1.82,0.68,2.92,0.35,0,0,0,5.5
Travis Fulton,"6' 0""",240 lbs.,,Orthodox,29-May-77,0,0,0,0,0,0,0,0
Ricardo Funch,"5' 10""",170 lbs.,"74""",Southpaw,14-Aug-80,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0
Katsuaki Furuki,"6' 0""",168 lbs.,,,10-Nov-80,0.27,0.1,2.67,0.39,0,0,0,3
Gustavo Gabriel,"5' 6""",125 lbs.,,Orthodox,1-Apr-94,4.06,0.65,4.26,0.46,0,0,0.5,0
James Gabert,,178 lbs.,,,,0,0,0,0,0,0,0,0
Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,14-Nov-88,7.46,0.59,7.99,0.55,0,0,0.69,0
Alavutdin Gadjiev,"6' 2""",185 lbs.,,Orthodox,23-Jun-82,0.99,0.27,0.99,0.57,0,0,0.5,0
Claudia Gadelha,"5' 4""",115 lbs.,"63""",Orthodox,7-Dec-88,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7
Sheila Gaff,"5' 5""",135 lbs.,,Orthodox,29-Dec-89,1.6,0.5,2.89,0.28,0,0,0.2,0
Muin Gafurov,"5' 7""",135 lbs.,,,17-May-96,0,0,0,0,0,0,0,0
Mitch Gagnon,"5' 5""",135 lbs.,"65""",Southpaw,10-Oct-84,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9
Brandon Gaines,"6' 3""",185 lbs.,,,,0,0,0,0,0,0,0,0
Travis Galbraith,"6' 0""",170 lbs.,,Orthodox,18-May-81,2.21,0.4,3.45,0.48,1.33,0.25,0,1.3
Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,22-Jan-92,2.55,0.46,3.65,0.42,1.15,0.26,0.4,2.1
Dave Galera,"5' 11""",135 lbs.,,Orthodox,12-Jan-78,1.67,0.69,0.53,0.33,0,0,0.14,2
Daniel Gallemore,"6' 5""",265 lbs.,,,,3.1,0.41,6,0.52,0,0,0,0
Tom Gallicchio,"5' 10""",170 lbs.,,Southpaw,23-Sep-86,3.53,0.26,7.07,0.43,1,0.11,0,0
Turrell Galloway,"5' 3""",145 lbs.,,,,0,0,0,0,0,0,0,0
Zelg Galesic,"6' 2""",185 lbs.,,Orthodox,16-Feb-79,4.86,0.62,0.61,0.66,1.3,1,0.2,1.3
Eric Galvan,,155 lbs.,,,,0,0,0,0,0,0,0,0
Lucas Gamaza,,170 lbs.,,,,7.57,0.31,6.99,0.45,0,0,0,0
Marcos Galvao,"5' 7""",135 lbs.,,Orthodox,23-Jun-81,1.97,0.32,3.86,0.61,2.27,0.28,0.88,1.1
Andre Galvao,"5' 7""",168 lbs.,,Orthodox,29-Sep-82,2.34,0.52,1.56,0.58,2.02,0.27,0,2.8
Joey Gambino,"5' 7""",145 lbs.,,Orthodox,26-Oct-88,2.47,0.35,2.53,0.51,0,0,0.42,0.8
Mateusz Gamrot,"5' 10""",155 lbs.,"70""",Southpaw,11-Dec-90,3.47,0.41,2.47,0.56,5,0.31,1,0
Shamil Gamzatov,"6' 2""",205 lbs.,"76""",Orthodox,9-Aug-90,4.27,0.46,2.13,0.58,0,0,0.5,0
